date,item_name,category,stock_level,reorder_point,reorder_triggered,daily_usage,waste_units
2023-05-09,Guinness Keg 50L,Draught Beer,92.0,50,False,13.0,0.58
2023-05-09,Heineken Keg 50L,Draught Beer,85.0,40,False,12.0,0.45
2023-05-09,Hop House 13 Keg,Draught Beer,37.0,30,False,18.0,0.74
2023-05-09,Rockshore Keg 50L,Draught Beer,45.0,25,True,14.0,0.39
2023-05-09,Red Wine Cases,Wine,33.0,15,True,15.0,0.1
2023-05-09,White Wine Cases,Wine,33.0,15,False,6.0,0.03
2023-05-09,Prosecco Cases,Wine,19.0,10,True,13.0,0.15
2023-05-09,Jameson 70cl,Spirits,17.0,12,False,9.0,0.01
2023-05-09,Vodka 70cl,Spirits,15.0,10,True,18.0,0.48
2023-05-09,Gin 70cl,Spirits,19.0,10,True,10.0,0.02
2023-05-09,Soft Drinks Cases,Non-Alcoholic,44.0,20,True,17.0,0.52
2023-05-09,Coffee Beans kg,Non-Alcoholic,6.0,8,True,9.0,0.4
2023-05-09,Beef Patties (box),Food,12.0,15,True,17.0,0.1
2023-05-09,Cod Portions (box),Food,21.0,12,False,9.0,0.1
2023-05-09,Chicken Wings (kg),Food,27.0,15,False,8.0,0.26
2023-05-09,Frozen Chips (bag),Food,50.0,20,True,15.0,0.5
2023-05-10,Guinness Keg 50L,Draught Beer,79.0,50,False,13.0,0.25
2023-05-10,Heineken Keg 50L,Draught Beer,73.0,40,False,12.0,0.56
2023-05-10,Hop House 13 Keg,Draught Beer,79.0,30,True,8.0,0.21
2023-05-10,Rockshore Keg 50L,Draught Beer,30.0,25,False,15.0,0.2
2023-05-10,Red Wine Cases,Wine,21.0,15,False,12.0,0.24
2023-05-10,White Wine Cases,Wine,28.0,15,False,5.0,0.05
2023-05-10,Prosecco Cases,Wine,11.0,10,False,8.0,0.27
2023-05-10,Jameson 70cl,Spirits,25.0,12,True,10.0,0.01
2023-05-10,Vodka 70cl,Spirits,22.0,10,True,5.0,0.03
2023-05-10,Gin 70cl,Spirits,23.0,10,True,16.0,0.17
2023-05-10,Soft Drinks Cases,Non-Alcoholic,26.0,20,False,18.0,0.73
2023-05-10,Coffee Beans kg,Non-Alcoholic,15.0,8,True,4.0,0.03
2023-05-10,Beef Patties (box),Food,40.0,15,True,3.0,0.02
2023-05-10,Cod Portions (box),Food,20.0,12,True,17.0,0.11
2023-05-10,Chicken Wings (kg),Food,23.0,15,False,4.0,0.15
2023-05-10,Frozen Chips (bag),Food,36.0,20,False,14.0,0.18
2023-05-11,Guinness Keg 50L,Draught Beer,67.0,50,False,12.0,0.02
2023-05-11,Heineken Keg 50L,Draught Beer,63.0,40,False,10.0,0.17
2023-05-11,Hop House 13 Keg,Draught Beer,72.0,30,False,7.0,0.01
2023-05-11,Rockshore Keg 50L,Draught Beer,27.0,25,False,3.0,0.07
2023-05-11,Red Wine Cases,Wine,40.0,15,True,8.0,0.39
2023-05-11,White Wine Cases,Wine,15.0,15,True,18.0,0.65
2023-05-11,Prosecco Cases,Wine,11.0,10,True,13.0,0.02
2023-05-11,Jameson 70cl,Spirits,14.0,12,False,11.0,0.15
2023-05-11,Vodka 70cl,Spirits,14.0,10,False,8.0,0.11
2023-05-11,Gin 70cl,Spirits,18.0,10,False,5.0,0.05
2023-05-11,Soft Drinks Cases,Non-Alcoholic,22.0,20,False,4.0,0.05
2023-05-11,Coffee Beans kg,Non-Alcoholic,15.0,8,True,8.0,0.18
2023-05-11,Beef Patties (box),Food,27.0,15,False,13.0,0.63
2023-05-11,Cod Portions (box),Food,30.0,12,True,11.0,0.26
2023-05-11,Chicken Wings (kg),Food,35.0,15,True,18.0,0.23
2023-05-11,Frozen Chips (bag),Food,26.0,20,False,10.0,0.04
2023-05-12,Guinness Keg 50L,Draught Beer,63.0,50,False,4.0,0.05
2023-05-12,Heineken Keg 50L,Draught Beer,52.0,40,False,11.0,0.36
2023-05-12,Hop House 13 Keg,Draught Beer,55.0,30,False,17.0,0.67
2023-05-12,Rockshore Keg 50L,Draught Beer,70.0,25,True,3.0,0.1
2023-05-12,Red Wine Cases,Wine,26.0,15,False,14.0,0.61
2023-05-12,White Wine Cases,Wine,15.0,15,True,15.0,0.68
2023-05-12,Prosecco Cases,Wine,5.0,10,True,16.0,0.36
2023-05-12,Jameson 70cl,Spirits,27.0,12,True,8.0,0.27
2023-05-12,Vodka 70cl,Spirits,22.0,10,True,7.0,0.16
2023-05-12,Gin 70cl,Spirits,25.0,10,True,8.0,0.12
2023-05-12,Soft Drinks Cases,Non-Alcoholic,37.0,20,True,15.0,0.31
2023-05-12,Coffee Beans kg,Non-Alcoholic,14.0,8,True,11.0,0.36
2023-05-12,Beef Patties (box),Food,29.0,15,True,16.0,0.77
2023-05-12,Cod Portions (box),Food,26.0,12,False,4.0,0.08
2023-05-12,Chicken Wings (kg),Food,18.0,15,False,17.0,0.2
2023-05-12,Frozen Chips (bag),Food,50.0,20,True,13.0,0.26
2023-05-13,Guinness Keg 50L,Draught Beer,119.0,50,True,15.0,0.28
2023-05-13,Heineken Keg 50L,Draught Beer,45.0,40,False,7.0,0.04
2023-05-13,Hop House 13 Keg,Draught Beer,47.0,30,False,8.0,0.21
2023-05-13,Rockshore Keg 50L,Draught Beer,56.0,25,False,14.0,0.48
2023-05-13,Red Wine Cases,Wine,40.0,15,True,13.0,0.57
2023-05-13,White Wine Cases,Wine,22.0,15,True,10.0,0.0
2023-05-13,Prosecco Cases,Wine,17.0,10,True,14.0,0.69
2023-05-13,Jameson 70cl,Spirits,17.0,12,False,10.0,0.23
2023-05-13,Vodka 70cl,Spirits,16.0,10,False,6.0,0.24
2023-05-13,Gin 70cl,Spirits,25.0,10,True,16.0,0.52
2023-05-13,Soft Drinks Cases,Non-Alcoholic,32.0,20,False,5.0,0.14
2023-05-13,Coffee Beans kg,Non-Alcoholic,9.0,8,True,13.0,0.62
2023-05-13,Beef Patties (box),Food,18.0,15,False,11.0,0.06
2023-05-13,Cod Portions (box),Food,20.0,12,False,6.0,0.1
2023-05-13,Chicken Wings (kg),Food,21.0,15,True,11.0,0.26
2023-05-13,Frozen Chips (bag),Food,47.0,20,False,3.0,0.14
2023-05-14,Guinness Keg 50L,Draught Beer,114.0,50,False,5.0,0.01
2023-05-14,Heineken Keg 50L,Draught Beer,71.0,40,True,7.0,0.22
2023-05-14,Hop House 13 Keg,Draught Beer,32.0,30,False,15.0,0.62
2023-05-14,Rockshore Keg 50L,Draught Beer,50.0,25,False,6.0,0.08
2023-05-14,Red Wine Cases,Wine,37.0,15,False,3.0,0.05
2023-05-14,White Wine Cases,Wine,17.0,15,False,5.0,0.13
2023-05-14,Prosecco Cases,Wine,14.0,10,False,3.0,0.11
2023-05-14,Jameson 70cl,Spirits,28.0,12,True,12.0,0.31
2023-05-14,Vodka 70cl,Spirits,17.0,10,True,9.0,0.25
2023-05-14,Gin 70cl,Spirits,18.0,10,False,7.0,0.29
2023-05-14,Soft Drinks Cases,Non-Alcoholic,24.0,20,False,8.0,0.27
2023-05-14,Coffee Beans kg,Non-Alcoholic,7.0,8,True,12.0,0.51
2023-05-14,Beef Patties (box),Food,40.0,15,True,12.0,0.21
2023-05-14,Cod Portions (box),Food,14.0,12,False,6.0,0.21
2023-05-14,Chicken Wings (kg),Food,35.0,15,True,14.0,0.32
2023-05-14,Frozen Chips (bag),Food,33.0,20,False,14.0,0.23
2023-05-15,Guinness Keg 50L,Draught Beer,111.0,50,False,3.0,0.13
2023-05-15,Heineken Keg 50L,Draught Beer,63.0,40,False,8.0,0.32
2023-05-15,Hop House 13 Keg,Draught Beer,70.0,30,True,9.0,0.41
2023-05-15,Rockshore Keg 50L,Draught Beer,33.0,25,False,17.0,0.84
2023-05-15,Red Wine Cases,Wine,28.0,15,False,9.0,0.03
2023-05-15,White Wine Cases,Wine,38.0,15,True,18.0,0.6
2023-05-15,Prosecco Cases,Wine,9.0,10,True,17.0,0.0
2023-05-15,Jameson 70cl,Spirits,18.0,12,False,10.0,0.07
2023-05-15,Vodka 70cl,Spirits,13.0,10,False,4.0,0.15
2023-05-15,Gin 70cl,Spirits,13.0,10,False,5.0,0.19
2023-05-15,Soft Drinks Cases,Non-Alcoholic,26.0,20,True,6.0,0.18
2023-05-15,Coffee Beans kg,Non-Alcoholic,4.0,8,True,17.0,0.18
2023-05-15,Beef Patties (box),Food,25.0,15,False,15.0,0.5
2023-05-15,Cod Portions (box),Food,6.0,12,True,17.0,0.48
2023-05-15,Chicken Wings (kg),Food,32.0,15,False,3.0,0.05
2023-05-15,Frozen Chips (bag),Food,41.0,20,True,17.0,0.73
2023-05-16,Guinness Keg 50L,Draught Beer,93.0,50,False,18.0,0.25
2023-05-16,Heineken Keg 50L,Draught Beer,51.0,40,False,12.0,0.15
2023-05-16,Hop House 13 Keg,Draught Beer,57.0,30,False,13.0,0.13
2023-05-16,Rockshore Keg 50L,Draught Beer,30.0,25,False,3.0,0.04
2023-05-16,Red Wine Cases,Wine,40.0,15,True,14.0,0.11
2023-05-16,White Wine Cases,Wine,20.0,15,False,18.0,0.78
2023-05-16,Prosecco Cases,Wine,4.0,10,True,14.0,0.09
2023-05-16,Jameson 70cl,Spirits,30.0,12,True,11.0,0.43
2023-05-16,Vodka 70cl,Spirits,21.0,10,True,11.0,0.52
2023-05-16,Gin 70cl,Spirits,21.0,10,True,4.0,0.06
2023-05-16,Soft Drinks Cases,Non-Alcoholic,45.0,20,True,12.0,0.37
2023-05-16,Coffee Beans kg,Non-Alcoholic,4.0,8,True,9.0,0.11
2023-05-16,Beef Patties (box),Food,16.0,15,False,9.0,0.43
2023-05-16,Cod Portions (box),Food,17.0,12,True,5.0,0.13
2023-05-16,Chicken Wings (kg),Food,28.0,15,False,4.0,0.05
2023-05-16,Frozen Chips (bag),Food,25.0,20,False,16.0,0.54
2023-05-17,Guinness Keg 50L,Draught Beer,86.0,50,False,7.0,0.16
2023-05-17,Heineken Keg 50L,Draught Beer,48.0,40,False,3.0,0.03
2023-05-17,Hop House 13 Keg,Draught Beer,41.0,30,False,16.0,0.16
2023-05-17,Rockshore Keg 50L,Draught Beer,44.0,25,True,13.0,0.01
2023-05-17,Red Wine Cases,Wine,37.0,15,False,3.0,0.12
2023-05-17,White Wine Cases,Wine,17.0,15,False,3.0,0.12
2023-05-17,Prosecco Cases,Wine,20.0,10,True,6.0,0.0
2023-05-17,Jameson 70cl,Spirits,30.0,12,True,18.0,0.73
2023-05-17,Vodka 70cl,Spirits,17.0,10,False,4.0,0.07
2023-05-17,Gin 70cl,Spirits,15.0,10,False,6.0,0.2
2023-05-17,Soft Drinks Cases,Non-Alcoholic,35.0,20,False,10.0,0.04
2023-05-17,Coffee Beans kg,Non-Alcoholic,4.0,8,True,10.0,0.42
2023-05-17,Beef Patties (box),Food,12.0,15,True,17.0,0.17
2023-05-17,Cod Portions (box),Food,30.0,12,True,12.0,0.45
2023-05-17,Chicken Wings (kg),Food,23.0,15,False,5.0,0.24
2023-05-17,Frozen Chips (bag),Food,39.0,20,True,16.0,0.56
2023-05-18,Guinness Keg 50L,Draught Beer,71.0,50,False,15.0,0.05
2023-05-18,Heineken Keg 50L,Draught Beer,76.0,40,True,9.0,0.28
2023-05-18,Hop House 13 Keg,Draught Beer,76.0,30,True,17.0,0.29
2023-05-18,Rockshore Keg 50L,Draught Beer,29.0,25,False,15.0,0.53
2023-05-18,Red Wine Cases,Wine,21.0,15,False,16.0,0.21
2023-05-18,White Wine Cases,Wine,37.0,15,True,15.0,0.74
2023-05-18,Prosecco Cases,Wine,20.0,10,True,10.0,0.2
2023-05-18,Jameson 70cl,Spirits,27.0,12,False,3.0,0.02
2023-05-18,Vodka 70cl,Spirits,13.0,10,True,10.0,0.44
2023-05-18,Gin 70cl,Spirits,25.0,10,True,10.0,0.17
2023-05-18,Soft Drinks Cases,Non-Alcoholic,29.0,20,False,6.0,0.23
2023-05-18,Coffee Beans kg,Non-Alcoholic,5.0,8,True,4.0,0.12
2023-05-18,Beef Patties (box),Food,39.0,15,True,13.0,0.11
2023-05-18,Cod Portions (box),Food,14.0,12,False,16.0,0.21
2023-05-18,Chicken Wings (kg),Food,20.0,15,False,3.0,0.06
2023-05-18,Frozen Chips (bag),Food,31.0,20,False,8.0,0.4
2023-05-19,Guinness Keg 50L,Draught Beer,59.0,50,False,12.0,0.41
2023-05-19,Heineken Keg 50L,Draught Beer,65.0,40,False,11.0,0.32
2023-05-19,Hop House 13 Keg,Draught Beer,60.0,30,False,16.0,0.01
2023-05-19,Rockshore Keg 50L,Draught Beer,35.0,25,True,4.0,0.2
2023-05-19,Red Wine Cases,Wine,22.0,15,True,7.0,0.04
2023-05-19,White Wine Cases,Wine,20.0,15,False,17.0,0.66
2023-05-19,Prosecco Cases,Wine,13.0,10,True,17.0,0.07
2023-05-19,Jameson 70cl,Spirits,19.0,12,False,8.0,0.4
2023-05-19,Vodka 70cl,Spirits,22.0,10,True,3.0,0.01
2023-05-19,Gin 70cl,Spirits,11.0,10,False,14.0,0.49
2023-05-19,Soft Drinks Cases,Non-Alcoholic,25.0,20,False,4.0,0.08
2023-05-19,Coffee Beans kg,Non-Alcoholic,3.0,8,True,13.0,0.22
2023-05-19,Beef Patties (box),Food,25.0,15,False,14.0,0.57
2023-05-19,Cod Portions (box),Food,10.0,12,True,14.0,0.31
2023-05-19,Chicken Wings (kg),Food,35.0,15,True,10.0,0.13
2023-05-19,Frozen Chips (bag),Food,22.0,20,False,9.0,0.16
2023-05-20,Guinness Keg 50L,Draught Beer,120.0,50,True,18.0,0.85
2023-05-20,Heineken Keg 50L,Draught Beer,48.0,40,False,17.0,0.46
2023-05-20,Hop House 13 Keg,Draught Beer,49.0,30,False,11.0,0.45
2023-05-20,Rockshore Keg 50L,Draught Beer,43.0,25,True,17.0,0.04
2023-05-20,Red Wine Cases,Wine,40.0,15,True,9.0,0.44
2023-05-20,White Wine Cases,Wine,28.0,15,True,14.0,0.07
2023-05-20,Prosecco Cases,Wine,20.0,10,True,3.0,0.15
2023-05-20,Jameson 70cl,Spirits,14.0,12,False,5.0,0.11
2023-05-20,Vodka 70cl,Spirits,25.0,10,True,14.0,0.6
2023-05-20,Gin 70cl,Spirits,22.0,10,True,15.0,0.31
2023-05-20,Soft Drinks Cases,Non-Alcoholic,40.0,20,True,15.0,0.72
2023-05-20,Coffee Beans kg,Non-Alcoholic,10.0,8,True,15.0,0.32
2023-05-20,Beef Patties (box),Food,33.0,15,True,11.0,0.14
2023-05-20,Cod Portions (box),Food,23.0,12,True,13.0,0.39
2023-05-20,Chicken Wings (kg),Food,32.0,15,False,3.0,0.13
2023-05-20,Frozen Chips (bag),Food,50.0,20,True,17.0,0.37
2023-05-21,Guinness Keg 50L,Draught Beer,108.0,50,False,12.0,0.53
2023-05-21,Heineken Keg 50L,Draught Beer,75.0,40,True,12.0,0.34
2023-05-21,Hop House 13 Keg,Draught Beer,38.0,30,False,11.0,0.12
2023-05-21,Rockshore Keg 50L,Draught Beer,38.0,25,False,5.0,0.07
2023-05-21,Red Wine Cases,Wine,25.0,15,False,15.0,0.06
2023-05-21,White Wine Cases,Wine,24.0,15,False,4.0,0.04
2023-05-21,Prosecco Cases,Wine,10.0,10,True,15.0,0.28
2023-05-21,Jameson 70cl,Spirits,18.0,12,True,9.0,0.16
2023-05-21,Vodka 70cl,Spirits,19.0,10,False,6.0,0.26
2023-05-21,Gin 70cl,Spirits,25.0,10,True,15.0,0.66
2023-05-21,Soft Drinks Cases,Non-Alcoholic,34.0,20,False,6.0,0.29
2023-05-21,Coffee Beans kg,Non-Alcoholic,7.0,8,True,17.0,0.59
2023-05-21,Beef Patties (box),Food,25.0,15,False,8.0,0.1
2023-05-21,Cod Portions (box),Food,15.0,12,False,8.0,0.34
2023-05-21,Chicken Wings (kg),Food,16.0,15,False,16.0,0.39
2023-05-21,Frozen Chips (bag),Food,40.0,20,False,10.0,0.24
2023-05-22,Guinness Keg 50L,Draught Beer,90.0,50,False,18.0,0.65
2023-05-22,Heineken Keg 50L,Draught Beer,57.0,40,False,18.0,0.47
2023-05-22,Hop House 13 Keg,Draught Beer,47.0,30,True,14.0,0.25
2023-05-22,Rockshore Keg 50L,Draught Beer,31.0,25,False,7.0,0.25
2023-05-22,Red Wine Cases,Wine,22.0,15,False,3.0,0.13
2023-05-22,White Wine Cases,Wine,30.0,15,True,14.0,0.05
2023-05-22,Prosecco Cases,Wine,20.0,10,True,9.0,0.02
2023-05-22,Jameson 70cl,Spirits,19.0,12,True,13.0,0.38
2023-05-22,Vodka 70cl,Spirits,9.0,10,True,17.0,0.2
2023-05-22,Gin 70cl,Spirits,11.0,10,False,14.0,0.64
2023-05-22,Soft Drinks Cases,Non-Alcoholic,22.0,20,False,12.0,0.27
2023-05-22,Coffee Beans kg,Non-Alcoholic,15.0,8,True,3.0,0.12
2023-05-22,Beef Patties (box),Food,35.0,15,True,14.0,0.25
2023-05-22,Cod Portions (box),Food,19.0,12,True,12.0,0.05
2023-05-22,Chicken Wings (kg),Food,10.0,15,True,11.0,0.5
2023-05-22,Frozen Chips (bag),Food,37.0,20,False,3.0,0.14
2023-05-23,Guinness Keg 50L,Draught Beer,83.0,50,False,7.0,0.14
2023-05-23,Heineken Keg 50L,Draught Beer,45.0,40,False,12.0,0.56
2023-05-23,Hop House 13 Keg,Draught Beer,41.0,30,False,6.0,0.25
2023-05-23,Rockshore Keg 50L,Draught Beer,29.0,25,True,12.0,0.37
2023-05-23,Red Wine Cases,Wine,40.0,15,True,10.0,0.26
2023-05-23,White Wine Cases,Wine,24.0,15,False,6.0,0.27
2023-05-23,Prosecco Cases,Wine,18.0,10,True,10.0,0.41
2023-05-23,Jameson 70cl,Spirits,30.0,12,True,7.0,0.19
2023-05-23,Vodka 70cl,Spirits,25.0,10,True,18.0,0.26
2023-05-23,Gin 70cl,Spirits,5.0,10,True,15.0,0.73
2023-05-23,Soft Drinks Cases,Non-Alcoholic,21.0,20,True,12.0,0.2
2023-05-23,Coffee Beans kg,Non-Alcoholic,15.0,8,True,11.0,0.26
2023-05-23,Beef Patties (box),Food,27.0,15,False,8.0,0.03
2023-05-23,Cod Portions (box),Food,15.0,12,True,9.0,0.39
2023-05-23,Chicken Wings (kg),Food,13.0,15,True,16.0,0.09
2023-05-23,Frozen Chips (bag),Food,42.0,20,True,18.0,0.5
2023-05-24,Guinness Keg 50L,Draught Beer,74.0,50,False,9.0,0.32
2023-05-24,Heineken Keg 50L,Draught Beer,100.0,40,True,15.0,0.59
2023-05-24,Hop House 13 Keg,Draught Beer,34.0,30,False,7.0,0.32
2023-05-24,Rockshore Keg 50L,Draught Beer,70.0,25,True,7.0,0.19
2023-05-24,Red Wine Cases,Wine,35.0,15,False,5.0,0.15
2023-05-24,White Wine Cases,Wine,19.0,15,False,5.0,0.14
2023-05-24,Prosecco Cases,Wine,11.0,10,False,7.0,0.35
2023-05-24,Jameson 70cl,Spirits,30.0,12,True,18.0,0.72
2023-05-24,Vodka 70cl,Spirits,17.0,10,False,8.0,0.13
2023-05-24,Gin 70cl,Spirits,6.0,10,True,6.0,0.21
2023-05-24,Soft Drinks Cases,Non-Alcoholic,39.0,20,True,17.0,0.78
2023-05-24,Coffee Beans kg,Non-Alcoholic,15.0,8,True,13.0,0.18
2023-05-24,Beef Patties (box),Food,16.0,15,False,11.0,0.0
2023-05-24,Cod Portions (box),Food,20.0,12,True,6.0,0.14
2023-05-24,Chicken Wings (kg),Food,32.0,15,True,11.0,0.09
2023-05-24,Frozen Chips (bag),Food,32.0,20,False,10.0,0.13
2023-05-25,Guinness Keg 50L,Draught Beer,70.0,50,False,4.0,0.01
2023-05-25,Heineken Keg 50L,Draught Beer,83.0,40,False,17.0,0.02
2023-05-25,Hop House 13 Keg,Draught Beer,71.0,30,True,10.0,0.06
2023-05-25,Rockshore Keg 50L,Draught Beer,53.0,25,False,17.0,0.67
2023-05-25,Red Wine Cases,Wine,24.0,15,False,11.0,0.02
2023-05-25,White Wine Cases,Wine,15.0,15,True,13.0,0.33
2023-05-25,Prosecco Cases,Wine,3.0,10,True,12.0,0.2
2023-05-25,Jameson 70cl,Spirits,24.0,12,False,6.0,0.28
2023-05-25,Vodka 70cl,Spirits,19.0,10,True,18.0,0.58
2023-05-25,Gin 70cl,Spirits,17.0,10,True,13.0,0.24
2023-05-25,Soft Drinks Cases,Non-Alcoholic,33.0,20,False,6.0,0.2
2023-05-25,Coffee Beans kg,Non-Alcoholic,15.0,8,True,14.0,0.11
2023-05-25,Beef Patties (box),Food,11.0,15,True,11.0,0.06
2023-05-25,Cod Portions (box),Food,30.0,12,True,10.0,0.2
2023-05-25,Chicken Wings (kg),Food,35.0,15,True,17.0,0.55
2023-05-25,Frozen Chips (bag),Food,25.0,20,False,7.0,0.26
2023-05-26,Guinness Keg 50L,Draught Beer,60.0,50,False,10.0,0.38
2023-05-26,Heineken Keg 50L,Draught Beer,73.0,40,False,10.0,0.23
2023-05-26,Hop House 13 Keg,Draught Beer,64.0,30,False,7.0,0.25
2023-05-26,Rockshore Keg 50L,Draught Beer,41.0,25,False,12.0,0.45
2023-05-26,Red Wine Cases,Wine,18.0,15,False,6.0,0.16
2023-05-26,White Wine Cases,Wine,40.0,15,True,7.0,0.05
2023-05-26,Prosecco Cases,Wine,18.0,10,True,7.0,0.04
2023-05-26,Jameson 70cl,Spirits,18.0,12,False,6.0,0.21
2023-05-26,Vodka 70cl,Spirits,25.0,10,True,9.0,0.03
2023-05-26,Gin 70cl,Spirits,22.0,10,True,9.0,0.29
2023-05-26,Soft Drinks Cases,Non-Alcoholic,22.0,20,False,11.0,0.48
2023-05-26,Coffee Beans kg,Non-Alcoholic,15.0,8,True,13.0,0.41
2023-05-26,Beef Patties (box),Food,33.0,15,True,18.0,0.0
2023-05-26,Cod Portions (box),Food,26.0,12,False,4.0,0.07
2023-05-26,Chicken Wings (kg),Food,23.0,15,False,12.0,0.23
2023-05-26,Frozen Chips (bag),Food,50.0,20,True,6.0,0.26
2023-05-27,Guinness Keg 50L,Draught Beer,57.0,50,False,3.0,0.11
2023-05-27,Heineken Keg 50L,Draught Beer,61.0,40,False,12.0,0.02
2023-05-27,Hop House 13 Keg,Draught Beer,61.0,30,False,3.0,0.02
2023-05-27,Rockshore Keg 50L,Draught Beer,32.0,25,False,9.0,0.19
2023-05-27,Red Wine Cases,Wine,40.0,15,True,3.0,0.13
2023-05-27,White Wine Cases,Wine,32.0,15,False,8.0,0.32
2023-05-27,Prosecco Cases,Wine,12.0,10,True,11.0,0.21
2023-05-27,Jameson 70cl,Spirits,21.0,12,True,18.0,0.64
2023-05-27,Vodka 70cl,Spirits,21.0,10,False,4.0,0.07
2023-05-27,Gin 70cl,Spirits,25.0,10,True,17.0,0.07
2023-05-27,Soft Drinks Cases,Non-Alcoholic,33.0,20,True,4.0,0.11
2023-05-27,Coffee Beans kg,Non-Alcoholic,12.0,8,True,14.0,0.18
2023-05-27,Beef Patties (box),Food,21.0,15,False,12.0,0.23
2023-05-27,Cod Portions (box),Food,16.0,12,False,10.0,0.21
2023-05-27,Chicken Wings (kg),Food,19.0,15,False,4.0,0.04
2023-05-27,Frozen Chips (bag),Food,37.0,20,False,13.0,0.05
2023-05-28,Guinness Keg 50L,Draught Beer,70.0,50,True,15.0,0.56
2023-05-28,Heineken Keg 50L,Draught Beer,57.0,40,False,4.0,0.11
2023-05-28,Hop House 13 Keg,Draught Beer,45.0,30,False,16.0,0.0
2023-05-28,Rockshore Keg 50L,Draught Beer,42.0,25,True,17.0,0.18
2023-05-28,Red Wine Cases,Wine,35.0,15,False,5.0,0.17
2023-05-28,White Wine Cases,Wine,28.0,15,False,4.0,0.12
2023-05-28,Prosecco Cases,Wine,14.0,10,True,4.0,0.03
2023-05-28,Jameson 70cl,Spirits,18.0,12,False,3.0,0.04
2023-05-28,Vodka 70cl,Spirits,17.0,10,True,17.0,0.84
2023-05-28,Gin 70cl,Spirits,15.0,10,False,10.0,0.48
2023-05-28,Soft Drinks Cases,Non-Alcoholic,50.0,20,True,18.0,0.13
2023-05-28,Coffee Beans kg,Non-Alcoholic,4.0,8,True,13.0,0.13
2023-05-28,Beef Patties (box),Food,17.0,15,True,17.0,0.62
2023-05-28,Cod Portions (box),Food,13.0,12,False,3.0,0.1
2023-05-28,Chicken Wings (kg),Food,16.0,15,False,3.0,0.14
2023-05-28,Frozen Chips (bag),Food,26.0,20,False,11.0,0.19
2023-05-29,Guinness Keg 50L,Draught Beer,62.0,50,False,8.0,0.34
2023-05-29,Heineken Keg 50L,Draught Beer,44.0,40,False,13.0,0.39
2023-05-29,Hop House 13 Keg,Draught Beer,33.0,30,False,12.0,0.56
2023-05-29,Rockshore Keg 50L,Draught Beer,35.0,25,False,7.0,0.29
2023-05-29,Red Wine Cases,Wine,23.0,15,False,12.0,0.3
2023-05-29,White Wine Cases,Wine,20.0,15,False,8.0,0.18
2023-05-29,Prosecco Cases,Wine,11.0,10,True,15.0,0.44
2023-05-29,Jameson 70cl,Spirits,15.0,12,False,3.0,0.11
2023-05-29,Vodka 70cl,Spirits,12.0,10,True,14.0,0.07
2023-05-29,Gin 70cl,Spirits,17.0,10,True,7.0,0.22
2023-05-29,Soft Drinks Cases,Non-Alcoholic,37.0,20,False,13.0,0.08
2023-05-29,Coffee Beans kg,Non-Alcoholic,15.0,8,True,4.0,0.14
2023-05-29,Beef Patties (box),Food,32.0,15,True,4.0,0.03
2023-05-29,Cod Portions (box),Food,18.0,12,True,11.0,0.04
2023-05-29,Chicken Wings (kg),Food,17.0,15,True,11.0,0.13
2023-05-29,Frozen Chips (bag),Food,50.0,20,True,10.0,0.02
2023-05-30,Guinness Keg 50L,Draught Beer,57.0,50,False,5.0,0.06
2023-05-30,Heineken Keg 50L,Draught Beer,48.0,40,True,13.0,0.62
2023-05-30,Hop House 13 Keg,Draught Beer,80.0,30,True,11.0,0.37
2023-05-30,Rockshore Keg 50L,Draught Beer,31.0,25,False,4.0,0.04
2023-05-30,Red Wine Cases,Wine,19.0,15,False,4.0,0.06
2023-05-30,White Wine Cases,Wine,23.0,15,True,9.0,0.4
2023-05-30,Prosecco Cases,Wine,20.0,10,True,7.0,0.21
2023-05-30,Jameson 70cl,Spirits,11.0,12,True,14.0,0.23
2023-05-30,Vodka 70cl,Spirits,13.0,10,True,5.0,0.14
2023-05-30,Gin 70cl,Spirits,25.0,10,True,9.0,0.26
2023-05-30,Soft Drinks Cases,Non-Alcoholic,33.0,20,False,4.0,0.2
2023-05-30,Coffee Beans kg,Non-Alcoholic,10.0,8,True,9.0,0.44
2023-05-30,Beef Patties (box),Food,23.0,15,False,9.0,0.29
2023-05-30,Cod Portions (box),Food,13.0,12,False,5.0,0.1
2023-05-30,Chicken Wings (kg),Food,34.0,15,True,17.0,0.27
2023-05-30,Frozen Chips (bag),Food,36.0,20,False,14.0,0.35
2023-05-31,Guinness Keg 50L,Draught Beer,89.0,50,True,8.0,0.07
2023-05-31,Heineken Keg 50L,Draught Beer,73.0,40,True,12.0,0.41
2023-05-31,Hop House 13 Keg,Draught Beer,68.0,30,False,12.0,0.43
2023-05-31,Rockshore Keg 50L,Draught Beer,70.0,25,True,8.0,0.22
2023-05-31,Red Wine Cases,Wine,24.0,15,True,9.0,0.2
2023-05-31,White Wine Cases,Wine,40.0,15,True,17.0,0.73
2023-05-31,Prosecco Cases,Wine,18.0,10,True,15.0,0.12
2023-05-31,Jameson 70cl,Spirits,17.0,12,True,17.0,0.0
2023-05-31,Vodka 70cl,Spirits,25.0,10,True,8.0,0.15
2023-05-31,Gin 70cl,Spirits,17.0,10,False,8.0,0.28
2023-05-31,Soft Drinks Cases,Non-Alcoholic,26.0,20,False,7.0,0.33
2023-05-31,Coffee Beans kg,Non-Alcoholic,11.0,8,True,11.0,0.29
